,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
442,screen,"[u'det', u'amod', u'nmod']","[u'DT', u'JJ', u'DT']","[u'the', u'actual', u'the']",0,[u'nsubj'],[u'JJR'],[u'less'],the actual screen on the is almost less
443,battery,"[u'advmod', u'det']","[u'RB', u'DT']","[u'yes', u'the']",0,[u'dep'],[u'VB'],[u'last'],yes the battery will not last longer than about hrs but neither would my sp
444,usb,[],[],[],0,[u'compound'],[u'NN'],[u'station'],i have used this machine in conjunction with a targus usb docking station for the last month or so
445,years,"[u'case', u'case']","[u'IN', u'IN']","[u'for', u'over']",0,[u'nmod'],[u'VBD'],[u'had'],weve had our chromebook for over years now and our children use them regularly work school work and khan academy
446,name,"[u'det', u'acl:relcl']","[u'DT', u'VBZ']","[u'the', u'makes']",0,[u'nsubj'],[u'VBD'],[u'quad'],the name itself makes me jiggle intel i quad core unibody action the overall look and feel of this laptop is solid
447,years,[u'case'],[u'IN'],[u'for'],0,[u'nmod'],[u'NN'],[u'laptop'],ive had an hp laptop last for years an asus last for toshiba for
448,computer,"[u'ccomp', u'det']","[u'VBD', u'DT']","[u'purchased', u'a']",0,"[u'nsubj', u'dobj']","[u'VBG', u'VBD']","[u'missing', u'purchased']",missing i i tried to research processors before i purchased a computer
449,battery,"[u'case', u'case', u'det']","[u'IN', u'TO', u'DT']","[u'for', u'to', u'the']",0,"[u'nmod', u'nsubj']","[u'VB', u'VB']","[u'last', u'die']",i would expect this notebook to last for to years but the battery probably will die before then
450,items,"[u'amod', u'amod']","[u'VBG', u'JJ']","[u'carrying', u'extra']",0,[u'nsubj'],[u'VBZ'],[u'makes'],none the less the cons still feel like cons because carrying extra items makes the laptop mobility feel less mobile and therefore less convenient
451,drive,"[u'det', u'dep', u'amod', u'acl:relcl', u'det', u'amod', u'compound']","[u'DT', u'VBZ', u'JJR', u'VBZ', u'DT', u'JJ', u'NN']","[u'this', u'has', u'less', u'makes', u'the', u'solid', u'state']",0,"[u'dobj', u'nsubj']","[u'VBZ', u'VBZ']","[u'has', u'makes']",this computer although it has less memory the solid state drive makes up the difference
452,price,"[u'case', u'det']","[u'IN', u'DT']","[u'at', u'the']",0,[u'conj'],[u'NN'],[u'mac'],it doesnt have the same beauty as a mac but at the price they are selling this one at i couldnt care less
453,computer,"[u'det', u'det']","[u'DT', u'DT']","[u'the', u'the']",0,"[u'dobj', u'dobj']","[u'VBG', u'VBG']","[u'waking', u'putting']",it seems to change the date at about pm waking the computer from sleep to do so and usually does it multiple times if you keep putting the computer back to sleep otherwise it will just change it
454,drive,"[u'case', u'det', u'amod', u'compound']","[u'IN', u'DT', u'JJ', u'NN']","[u'from', u'a', u'solid', u'state']",0,[u'nmod'],[u'VB'],[u'recover'],and my local fixit shop says they can not recover data from a solid state drive
455,years,[],[],[],0,[u'dep'],[u'VBZ'],[u'fried'],the last dell inspiron lasted me years until the mother board fried and then i bought this one
456,system,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBZ'],[u'seems'],the system seems to hesitate every few minutes for anywhere from seconds to several minutes
457,ram,"[u'dobj', u'compound', u'compound']","[u'DT', u'NN', u'NN']","[u'this', u'gb', u'ddr']",0,"[u'acl', u'conj']","[u'NN', u'NN']","[u'i', u'k']",the last time i installed this for a client it took almost two hours to install onto a samsung ssd not nvme on a dell xps with an intel k and gb ddr ram
458,ram,"[u'case', u'compound', u'cc', u'conj', u'nmod', u'case', u'nmod']","[u'IN', u'NN', u'CC', u'NN', u'NN', u'IN', u'JJR']","[u'with', u'gb', u'and', u'gb', u'ram', u'of', u'less']",0,"[u'nmod', u'nmod']","[u'VBP', u'NN']","[u'have', u'drive']",look up acer they have one with gb drive and gb of ram for less than
459,card,"[u'det', u'amod', u'amod', u'compound', u'case', u'det', u'amod', u'compound']","[u'DT', u'JJ', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN']","[u'a', u'gb', u'micro', u'sd', u'for', u'the', u'micro', u'sd']",0,"[u'dobj', u'nmod']","[u'VBD', u'NN']","[u'bought', u'adapter']",i bought a gb micro sd card and on ebay a sdusb adapter for the micro sd card less than
460,customers,[u'nmod:poss'],[u'PRP$'],[u'their'],1,[u'nsubj'],[u'VBP'],[u'know'],it would be great if googleasus let their customers know when updates were ready for channels on the device a notification like on an android device would be nice
461,years,"[u'case', u'amod', u'amod', u'cc', u'conj', u'case', u'amod']","[u'IN', u'JJ', u'JJ', u'CC', u'RB', u'IN', u'JJ']","[u'for', u'few', u'few', u'and', u'again', u'for', u'few']",0,"[u'nmod', u'compound', u'nmod']","[u'NN', u'NN', u'NN']","[u'laptop', u'laptop', u'laptop']",prior to this laptop i had hp laptop for few years then toshiba laptop for few years and then again hp laptop for few years
462,ram,"[u'case', u'cc', u'conj']","[u'IN', u'CC', u'NN']","[u'with', u'or', u'hdd']",0,[u'nmod'],[u'VB'],[u'come'],i wish the laptop was less and just didnt bother to come with ram or hdd
463,years,[u'nsubj'],[u'PRP'],[u'me'],0,[u'xcomp'],[u'VBD'],[u'lasted'],my last hp lasted me years
464,model,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VB'],[u'support'],however until the last month google had planned to support this model but had not yet gotten around to it
465,battery,"[u'case', u'compound']","[u'IN', u'NN']","[u'of', u'battery']",0,"[u'nmod', u'compound']","[u'NN', u'NN']","[u'benchmark', u'life']",i might update the review later with pictures and an actual benchmark of battery life
466,,[],[],[],0,[],[],[],they are not separate independent buttons like im used to and they are harder to press and make a louder click than my previous laptop dell vostro v
467,inputs,"[u'amod', u'amod', u'case', u'amod', u'amod']","[u'JJ', u'JJ', u'IN', u'JJ', u'JJ']","[u'standard', u'sized', u'of', u'micro', u'sized']",0,"[u'dobj', u'nmod']","[u'VBD', u'NN']","[u'had', u'use']",the previous c had standard sized slots but im guessing the thinness of the c necessitated the use of micro sized inputs
468,memory,"[u'compound', u'compound', u'compound']","[u'NN', u'NN', u'NNS']","[u'gtx', u'strix', u'graphics']",0,"[u'nsubj', u'compound']","[u'VBD', u'NNS']","[u'came', u'modules']",gtx strix graphics card came with faulty pre applied thermal paste and missing thermal pads from the gddrx memory modules
469,usage,"[u'case', u'compound']","[u'IN', u'NN']","[u'for', u'night']",0,[u'nmod'],[u'JJ'],[u'helpful'],the keyboard is standard to pcs with blue back lighting which is helpful for night usage
470,drive,"[u'amod', u'compound']","[u'VBG', u'NN']","[u'missing', u'drive']",0,"[u'nsubj', u'compound']","[u'VBD', u'NNS']","[u'arrived', u'parts']",edit missing drive parts arrived today one week after purchase
471,product,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBD'],[u'got'],i got this product today and have spent the last couple hours playing around with it
472,battery,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBZ'],[u'runs'],the battery still runs on hours doing regular web surfing
473,,[],[],[],0,[],[],[],i use mine for standard college student tasks but it can run some solid programs if needed
474,screen,[],[],[],0,[u'compound'],[u'NN'],[u'quality'],also the screen quality is horrendous but since it can be upgraded i can excuse this what i cant excuse is the scaling required to stop everything from appearing blurry
475,computer,"[u'nsubj', u'aux', u'cop', u'det', u'amod', u'advcl']","[u'PRP', u'MD', u'VB', u'DT', u'JJ', u'VBD']","[u'it', u'would', u'be', u'a', u'great', u'worked']",1,[u'ccomp'],[u'VBP'],[u'think'],i think it would be a great computer if it worked
476,computer,[],[],[],0,[u'compound'],[u'NNS'],[u'needs'],overall i would say this is a solid purchase for someone who has basic computer needs
477,year,[u'det'],[u'DT'],[u'a'],1,[u'nmod:tmod'],[u'VBG'],[u'fro'],it would be great fro a year old but no one else that needs to work on anything for real
478,included,"[u'nsubj', u'det', u'ccomp']","[u'NNS', u'DT', u'NNS']","[u'anyways', u'the', u'existent']",0,[u'nsubj'],[u'VBP'],[u'experience'],anyways i find that it makes the user experience considerably less transparent documentationinstructions on included hardwaresoftware is non existent with the laptop
479,,[],[],[],0,[],[],[],and not too loaded with bloatware tho there were a lot of acer specific programs that didnt seem particularly useful
480,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'transitioned'],i transitioned from dell pcs last year to an imac and have not looked back since
481,hardware,[],[],[],0,[u'compound'],[u'NNS'],[u'specs'],the second reason is the hardware specs that are already listed above
482,,[],[],[],0,[],[],[],hours lasts way longer than what i need and it will usually last me about days of school work
483,years,"[u'case', u'det', u'amod', u'cc', u'conj']","[u'IN', u'DT', u'JJ', u'CC', u'NNS']","[u'in', u'the', u'last', u'and', u'heres']",0,[u'nmod'],[u'NNS'],[u'macsmacbooks'],ive had a couple of macsmacbooks in the last years and heres my review of the inch mba ultra portable
484,screen,"[u'det', u'det']","[u'DT', u'DT']","[u'the', u'the']",0,"[u'nsubjpass', u'nsubj']","[u'VBN', u'VB']","[u'closed', u'appear']",once the computer was closed and reopened the screen would appear to be blank
485,model,"[u'case', u'det']","[u'IN', u'DT']","[u'with', u'this']",0,"[u'compound', u'nmod']","[u'NN', u'VB']","[u'lab', u'outfit']",ive taken it to work to use for training and subsequently decided to outfit our school computer lab with this model
486,years,"[u'case', u'det', u'amod', u'amod']","[u'IN', u'DT', u'JJ', u'JJ']","[u'for', u'the', u'last', u'several']",0,[u'nmod'],[u'VBN'],[u'ipad'],i have had an iphone and ipad for the last several years
487,computer,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VBD'],[u'received'],i just received the computer back from repairs and it worked for about days and the same problem started happening again
488,,[],[],[],0,[],[],[],so i went back to charging and had to reinstall a few programs
489,power,[],[],[],0,[u'compound'],[u'NN'],[u'mode'],in power saving mode it can easily last hrs
490,product,[u'amod'],[u'JJ'],[u'defective'],0,[u'nsubj'],[u'VB'],[u'use'],defective product could not use had to send back big hassle
491,part,"[u'case', u'nmod:poss']","[u'IN', u'PRP$']","[u'on', u'your']",0,[u'nmod'],[u'VBZ'],[u'requires'],the double tap drag functionality is unreliable and requires precision on your part
492,,[],[],[],0,[],[],[],i initially had a tablet with a wireless keyboard but it was an android device and wasnt compatible with a few programs i need for work
493,drive,"[u'det', u'compound', u'cc', u'conj']","[u'DT', u'NN', u'CC', u'NN']","[u'a', u'flash', u'and', u'hdd']",0,"[u'compound', u'dobj', u'compound']","[u'NNS', u'VBN', u'NN']","[u'ports', u'hooked', u'drive']",it has three regular usb ports so i can have my wireless mouse and keyboard hooked up a flash drive and a hdd with no problem
494,colors,[u'nmod:poss'],[u'PRP$'],[u'my'],1,[u'dobj'],[u'VBG'],[u'calibrating'],i made the mistake of not calibrating my colors properly hopefully you wont do the same
495,year,[u'det'],[u'DT'],[u'a'],1,"[u'compound', u'nmod:tmod']","[u'NN', u'VBZ']","[u'i', u'lasts']",i bet theyd be helpful if i wanted those but i would be worried about what it would cost after a year i hope this unit lasts more than a year
496,,[],[],[],0,[],[],[],its all soldered on and solid state and led backlit so it should last a lifetime
497,slot,"[u'det', u'amod', u'compound', u'compound', u'dep']","[u'DT', u'JJ', u'NN', u'NN', u'VB']","[u'a', u'regular', u'sd', u'card', u'download']",0,"[u'dobj', u'compound']","[u'VBZ', u'NN']","[u'has', u'slot']",it also has a regular sd card slot so i can download pictures from my camera
498,,[],[],[],0,[],[],[],fingers crossed that the automatic updates will solve these problems last point i want to critisize is that loads of programs are not compatible yet with chrome os
499,hardware,[],[],[],0,[u'compound'],[u'NN'],[u'problem'],after about days worth of back and forth they told me that it is a hardware problem which is what i was saying from day one
500,,[],[],[],1,[],[],[],but that would also cost me about with tax and it would be nice to have a more natural way to access the windows world rather then the unwieldy bootcamp option
501,,[],[],[],1,[],[],[],all and all they are simple devices but it would be nice to have a more immediate access to deep config settings
502,computer,"[u'det', u'nmod', u'case', u'det']","[u'DT', u'NN', u'IN', u'DT']","[u'the', u'computer', u'on', u'this']",0,"[u'nsubj', u'nmod']","[u'VBG', u'NN']","[u'holding', u'battery']",within less than months the battery on this computer is not holding charge
503,installed,"[u'nsubj', u'aux', u'aux', u'advmod', u'ccomp']","[u'NN', u'MD', u'VB', u'RB', u'VBZ']","[u'one', u'would', u'have', u're', u's']",0,[],[],[],some one with less patience would have re installed the o s and started over
504,computers,"[u'case', u'nmod', u'case', u'det', u'amod', u'nummod', u'cc', u'conj', u'case', u'cc', u'conj']","[u'IN', u'NNS', u'IN', u'DT', u'JJ', u'CD', u'CC', u'FW', u'IN', u'CC', u'FW']","[u'of', u'years', u'over', u'the', u'last', u'twenty', u'and', u'i', u'with', u'and', u'i']",0,"[u'nmod', u'nmod', u'nmod']","[u'NN', u'NNS', u'VBG']","[u'lot', u'computers', u'working']",but i have owned a lot of computers over the last twenty years and i make a living working with computers and i have never seen this happen anywhere before
505,screen,[],[],[],1,[u'compound'],[u'NN'],[u'hinge'],i wish the screen hinge had more range of motion and it needs a keyboard lightbacklight other than that and the fact that win blows works perfectly
506,drive,"[u'case', u'det']","[u'IN', u'DT']","[u'on', u'the']",0,[u'nmod'],[u'VB'],[u'turn'],i didnt know this till i jarred my laptop when i went to turn it on the drive was missing
507,computer,"[u'case', u'det', u'amod', u'nmod']","[u'IN', u'DT', u'JJ', u'NN']","[u'from', u'a', u'regular', u'nothing']",0,[u'nmod'],[u'NNS'],[u'differences'],there are some differences from a regular computer but nothing that is an issue for me
508,type,[u'case'],[u'IN'],[u'like'],0,[u'nmod'],[u'VB'],[u'produce'],if you plan on using it to produce the few things that it can produce like type an essay then this can be useful without an internet connection
509,customer,[],[],[],0,[u'compound'],[u'NN'],[u'site'],secondly i went to their customer support web site and downloaded the operations manual for my specific machine
510,years,"[u'compound', u'nmod', u'case', u'det', u'amod', u'amod']","[u'NN', u'NNS', u'IN', u'DT', u'JJ', u'JJ']","[u'lenovo', u'years', u'for', u'the', u'last', u'several']",0,"[u'nsubj', u'nmod']","[u'NN', u'NNS']","[u'fan', u'computers']",i have used lenovo computers for the last several years was a big fan
511,year,[u'det'],[u'DT'],[u'a'],0,[u'nmod:tmod'],[u'VB'],[u'last'],overall this laptop is going to last you a year before its practically unusable
