Cluster,Probability,Label,Sentence
38,0.923158081,0,it weights less and is thinner than the macbook air and its design is so asthetically pleasing
17,0.99782398,0,laptop arrived without battery and this model has it inside the fixed enclosure so sending it back in less than hours of arrival
39,0.997177061,0,that means that the biggest microsd card that i could find that would work in this machine is gb or less
32,0.874030472,0,it need two factory reset in less than one year
15,0.973672336,0,less than months since purchased and the computer turns off as soon as it is unplugged
25,0.827230923,0,the display itself is actually a portrait x rather than x yet at the same time the acer logos on both the front and back are oriented in landscape
16,0.999999763,0,another thing to notice is that her laptop came with white painting stains the battery was already inside instead of being properly packed but this is the sellers fault
7,0.967708033,0,ive had this laptop for less than four months and am now running into hardware problems
32,0.999992005,0,after the last reset the keyboardmouse and touchscreen would not respond to user input when windows loaded up although in the bios it worked
1,0.187647857,0,graphics it has a gtx in it for less than
15,0.982721022,0,it will last through one session of using my laptop without plugging it in maybe hours
15,0.998111501,0,but performs well for price no issues at present have been using for last month
7,0.995407265,0,what happens is when you select your customization from the setup you get to the very last step and then the computer errors out and reboots
33,0.999986597,0,it wont connect to public wifi it wont continue on my home wifi this happened this year i think
4,0.999931287,0,lastly i dont intend to upgrade neither the hd nor the ram however if u do lots of reviews say it cant be done on this model of asus zenbook
9,0.821476247,0,after installing additional gb memory and ssd laptop boots up in less than seconds from power off
39,0.999915933,1,it would be nice if the software could store appsdownloaded content on the sd card but maybe that will come down the road in chrome os
2,1,0,add a usb external drive or usb stick and i have local storage though the chromebook comes with years of google drive storage
15,0.935595218,0,we have had this product for less than one year months acutually
19,0.954845983,0,it would not let me or anyone log on less than years after purchase
8,0.999994877,0,as for the operating system ive grown accustomed to it after a few months and i have no reason to go back to windows mac os or a desktop linux os
